"","venue_name","match_id","match_home_team","match_away_team","match_date","match_local_time","match_attendance","match_round","match_home_team_goals","match_home_team_behinds","match_home_team_score","match_away_team_goals","match_away_team_behinds","match_away_team_score","match_margin","match_winner","match_weather_temp_c","match_weather_type","player_id","player_first_name","player_last_name","player_height_cm","player_weight_kg","player_is_retired","player_team","guernsey_number","kicks","marks","handballs","disposals","effective_disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","brownlow_votes","contested_possessions","uncontested_possessions","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","hitout_win_percentage","intercept_marks","marks_on_lead","pressure_acts","rating_points","ruck_contests","score_launches","shots_at_goal","spoils","subbed","player_position","date"
"3804","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12799,"Chad","Warner",185,0,NA,"Sydney",1,15,4,13,28,22,79,3,2,0,4,4,5,2,3,1,1,0,10,16,1,1,2,9,3,90,117,NA,0,2,14,561,3,4,0,0,0,0,0,5,10,3,8,0,0,0,1,14,31.2,0,3,5,1,NA,"C",2024-05-17
"3805","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12820,"Sam","Wicks",181,0,NA,"Sydney",15,6,1,10,16,11,69,1,1,0,0,0,2,1,3,0,1,0,7,10,0,0,3,0,2,82,45,NA,0,1,8,189,2,1,0,0,0,0,0,1,3,4,6,0,0,0,0,15,12.8,0,1,2,1,NA,"INT",2024-05-17
"3806","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12842,"Matthew","Owies",179,0,NA,"Carlton",44,7,2,4,11,8,73,1,0,0,1,0,4,0,0,1,0,0,5,7,0,0,1,0,1,77,46,NA,0,0,5,114,0,1,0,0,0,1,1,3,5,1,3,0,0,0,0,11,10.5,0,0,1,0,NA,"HFFR",2024-05-17
"3807","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12847,"Joel","Amartey",195,0,NA,"Sydney",36,6,1,2,8,5,63,2,1,0,0,0,3,0,2,3,1,0,6,4,1,1,5,0,0,65,38,NA,0,0,4,171,3,0,0,0,0,2,1,1,4,0,2,0,0,0,0,9,9.6,0,0,3,3,NA,"FF",2024-05-17
"3808","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12853,"James","Jordon",187,0,NA,"Sydney",17,9,3,7,16,15,94,1,0,0,6,0,4,3,1,0,1,0,7,10,0,0,3,0,1,83,77,NA,2,1,6,275,1,2,0,0,0,0,0,6,8,1,6,0,0,0,1,17,15.7,0,1,1,2,NA,"HFFL",2024-05-17
"3809","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12863,"Logan","McDonald",195,0,NA,"Sydney",6,8,5,1,9,5,56,0,2,0,2,0,1,0,1,0,0,0,4,4,1,3,1,0,2,94,51,NA,0,0,7,130,2,0,0,0,0,1,0,0,4,2,2,0,0,0,2,10,2,1,0,3,0,NA,"CHF",2024-05-17
"3810","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12864,"Errol","Gulden",175,0,NA,"Sydney",21,24,10,4,28,16,57,0,0,0,3,3,8,2,6,0,2,0,3,24,0,0,1,1,0,95,116,NA,1,1,8,721,5,1,1,0,0,0,0,12,13,0,3,0,0,0,0,21,11.4,0,0,1,1,NA,"WL",2024-05-17
"3811","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12865,"Braeden","Campbell",181,0,NA,"Sydney",16,4,3,4,8,6,75,0,1,0,0,1,0,1,2,0,0,0,2,6,1,1,1,0,0,28,30,NA,0,1,2,16,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,-1.5,0,0,1,1,NA,"SUB",2024-05-17
"3812","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12937,"Corey","Durdin",173,0,NA,"Carlton",19,0,0,3,3,1,33,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,76,10,NA,0,0,0,-3,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,11,1.2,0,0,0,1,NA,"HFFL",2024-05-17
"3813","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12938,"Brodie","Kemp",192,0,NA,"Carlton",17,12,8,7,19,17,90,0,0,0,2,1,0,0,2,0,2,0,7,13,1,0,7,0,0,100,76,NA,0,0,0,141,0,9,0,1,2,0,0,6,11,0,4,0,0,3,0,8,15.9,0,0,0,4,NA,"FB",2024-05-17
"3814","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12965,"Jordan","Boyd",182,0,NA,"Carlton",37,14,6,5,19,17,90,0,0,0,3,4,2,1,3,1,2,0,3,13,0,0,3,0,0,86,77,NA,1,0,3,374,4,5,0,0,0,0,0,14,13,0,3,0,0,1,0,16,10,0,1,0,3,NA,"HBFL",2024-05-17
"3815","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",12980,"Jack","Carroll",188,0,NA,"Carlton",16,4,3,5,9,7,78,0,0,0,3,2,2,3,1,0,0,0,5,5,0,0,0,0,1,45,43,NA,0,3,2,163,2,1,1,0,0,0,0,7,2,2,4,0,0,1,0,12,11.1,0,1,0,0,NA,"SUB",2024-05-17
"3816","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",13017,"Elijah","Hollands",189,0,NA,"Carlton",20,13,3,9,22,15,68,0,0,0,3,1,4,2,6,0,2,0,5,18,0,0,1,0,0,87,72,NA,0,2,3,370,5,1,0,0,0,0,0,7,7,1,4,0,0,0,0,21,4.5,0,1,1,1,NA,"CHF",2024-05-17
"3817","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",13029,"Oliver","Hollands",184,0,NA,"Carlton",4,8,5,4,12,9,75,0,0,0,1,2,2,0,3,0,1,0,2,9,0,1,2,0,1,84,48,NA,0,0,3,162,3,1,0,0,0,0,0,12,6,2,2,0,0,0,0,20,5.5,0,0,0,1,NA,"WL",2024-05-17
"3818","SCG",16695,"Sydney","Carlton","2024-05-17","19:40:00",0,"10",17,15,117,9,11,65,52,"Sydney",23,"MOSTLY_SUNNY",13057,"Alex","Cincotta",187,0,NA,"Carlton",39,1,1,3,4,4,100,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,1,0,0,92,20,NA,0,0,0,-8,0,3,0,1,1,0,0,5,1,0,3,0,0,0,0,8,3.6,0,0,0,1,NA,"CHB",2024-05-17
"3819","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",11506,"Scott","Pendlebury",191,0,FALSE,"Collingwood",10,15,2,15,30,21,70,2,0,0,3,2,3,6,2,0,0,0,12,17,0,0,1,0,2,83,105,NA,4,2,8,388,2,3,0,0,1,0,0,12,10,3,11,0,0,0,0,21,22.4,0,2,2,1,NA,"C",2024-05-18
"3820","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",11724,"Taylor","Walker",192,0,FALSE,"Adelaide",13,9,7,6,15,10,67,1,2,1,5,0,3,0,5,1,1,0,3,13,0,3,0,0,1,88,87,NA,0,0,7,294,4,0,4,0,0,1,0,3,5,1,2,0,16.7,0,2,17,2.1,6,0,4,0,NA,"CHF",2024-05-18
"3821","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",11759,"Steele","Sidebottom",184,0,FALSE,"Collingwood",22,8,3,5,13,10,77,0,0,0,3,3,0,1,1,0,0,0,5,6,1,0,4,0,0,82,55,NA,0,1,0,217,4,5,0,0,0,0,0,12,6,0,4,0,0,2,0,13,7.6,0,0,0,3,NA,"HBFR",2024-05-18
"3822","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",11898,"Brodie","Smith",194,0,FALSE,"Adelaide",33,11,6,7,18,14,78,0,0,0,1,3,1,0,0,0,0,0,3,13,0,0,3,0,0,88,69,NA,0,0,3,321,1,3,0,0,1,0,0,7,7,0,3,0,0,0,0,9,6.4,0,0,0,3,NA,"BPL",2024-05-18
"3823","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12029,"Will","Hoskin-Elliott",186,0,FALSE,"Collingwood",32,6,2,1,7,3,43,1,1,0,0,0,2,0,1,0,0,0,3,4,1,1,1,0,0,42,33,NA,0,0,4,203,1,0,0,0,0,2,1,2,2,1,2,0,0,0,1,9,5.7,0,0,3,1,NA,"FF",2024-05-18
"3824","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12067,"Jack","Crisp",190,0,FALSE,"Collingwood",25,16,3,9,25,13,52,1,0,0,10,4,5,7,2,0,1,0,12,13,0,0,2,1,0,88,118,NA,0,7,5,480,7,1,4,0,0,0,0,13,7,2,10,0,0,0,0,33,16.4,0,0,2,0,NA,"RR",2024-05-18
"3825","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12171,"Rory","Laird",178,0,FALSE,"Adelaide",29,5,2,17,22,18,82,0,0,0,2,0,3,3,2,1,1,0,13,13,1,0,2,0,0,68,61,NA,1,2,4,108,3,2,1,0,0,0,0,7,2,1,8,0,0,0,0,21,11.6,0,2,0,0,NA,"RR",2024-05-18
"3826","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12265,"Matt","Crouch",181,0,FALSE,"Adelaide",5,9,4,25,34,25,74,0,0,0,7,1,2,5,1,2,0,0,13,21,1,0,0,0,1,65,119,NA,1,4,7,132,2,2,0,0,0,0,0,8,5,3,10,0,0,0,0,23,16.9,0,1,0,0,NA,"INT",2024-05-18
"3827","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12333,"Jordan","De Goey",188,0,FALSE,"Collingwood",2,13,6,13,26,18,69,2,2,0,1,1,4,2,4,1,2,0,6,19,1,3,0,0,2,90,96,NA,1,1,10,325,5,1,0,0,0,0,0,1,7,1,3,0,0,0,2,11,11.3,0,0,4,0,NA,"R",2024-05-18
"3828","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12380,"Brayden","Maynard",189,0,FALSE,"Collingwood",4,16,8,5,21,16,76,0,0,0,0,8,1,0,3,0,1,0,8,11,1,0,3,0,0,84,79,NA,0,0,2,472,6,10,0,0,2,0,0,7,12,0,7,0,0,1,0,10,10.6,0,2,0,2,NA,"BPL",2024-05-18
"3829","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12381,"Darcy","Moore",203,0,FALSE,"Collingwood",30,7,3,8,15,13,87,0,0,0,1,5,0,0,1,0,0,0,5,6,0,0,7,0,0,100,50,NA,0,0,0,172,1,11,0,1,1,0,0,4,7,0,5,0,0,2,0,5,10.1,0,0,0,7,NA,"FB",2024-05-18
"3830","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12435,"Mason","Cox",211,0,FALSE,"Collingwood",46,3,1,2,5,1,20,0,1,13,3,0,1,2,4,1,1,0,4,2,0,0,6,0,0,69,40,NA,0,2,1,1,2,1,0,0,1,4,0,3,1,1,1,6,39.4,1,0,8,2.5,33,1,1,5,NA,"HFFR",2024-05-18
"3831","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12441,"Ben","Keays",185,0,FALSE,"Adelaide",2,15,6,1,16,8,50,0,2,0,3,1,5,1,3,0,0,0,3,12,0,1,1,0,1,85,79,NA,0,1,5,467,5,1,2,0,0,0,0,6,7,0,3,0,0,0,0,20,-2.3,0,0,3,1,NA,"R",2024-05-18
"3832","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12468,"Oleg","Markov",188,0,FALSE,"Collingwood",37,4,4,4,8,8,100,0,0,0,3,1,0,1,0,0,0,0,2,6,0,0,1,0,0,84,44,NA,0,1,2,96,0,1,0,0,0,0,0,13,4,0,2,0,0,0,0,15,4.9,0,0,0,1,NA,"INT",2024-05-18
"3833","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12483,"Reilly","O'Brien",201,0,FALSE,"Adelaide",43,7,2,7,14,7,50,0,0,34,4,2,1,5,3,0,0,0,10,3,2,0,6,0,0,79,91,NA,0,5,3,82,5,1,1,0,0,0,0,13,2,1,4,15,43,0,0,17,13.8,79,2,0,5,NA,"RK",2024-05-18
"3834","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12519,"Jordan","Dawson",190,0,FALSE,"Adelaide",12,16,5,13,29,19,66,0,0,0,7,0,7,4,7,0,0,0,12,16,1,0,4,1,2,88,117,NA,3,1,5,405,6,7,0,0,0,1,1,9,10,0,9,0,0,3,0,23,19.8,0,1,0,0,NA,"WR",2024-05-18
"3835","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12582,"Josh","Daicos",178,0,FALSE,"Collingwood",7,19,7,11,30,22,73,0,0,0,4,3,7,1,3,2,0,0,9,21,0,0,2,0,0,92,118,NA,0,1,4,574,5,4,0,1,1,0,0,15,13,1,6,0,0,1,0,25,8.8,0,1,0,0,NA,"WR",2024-05-18
"3836","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12586,"Patrick","Lipinski",190,0,FALSE,"Collingwood",1,8,5,10,18,14,78,0,0,0,1,2,1,0,1,0,0,0,4,14,0,0,1,0,0,88,63,NA,0,0,2,298,4,4,0,0,0,0,0,9,5,0,4,0,0,0,0,16,7.5,0,0,0,1,NA,"WL",2024-05-18
"3837","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12591,"Darcy","Fogarty",192,0,FALSE,"Adelaide",32,4,4,5,9,8,89,2,0,0,2,0,2,0,0,0,0,0,5,5,2,1,2,0,0,83,54,NA,0,0,6,97,1,0,1,0,0,3,1,3,4,1,2,0,0,0,0,11,9.6,0,0,2,1,NA,"FF",2024-05-18
"3838","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12592,"Lachlan","Murphy",178,0,FALSE,"Adelaide",4,6,3,8,14,13,93,1,0,0,2,0,3,0,1,0,0,0,5,10,0,0,1,0,3,72,57,NA,0,0,8,217,1,2,2,0,0,1,0,3,6,2,4,0,0,0,0,20,15.6,0,2,1,0,NA,"INT",2024-05-18
"3839","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12666,"Darcy","Cameron",204,0,FALSE,"Collingwood",14,12,6,4,16,8,50,0,0,25,1,0,4,4,2,0,0,0,12,4,5,0,5,0,0,85,91,NA,2,2,2,207,4,5,0,0,0,0,0,7,6,1,4,6,38.5,3,0,13,13.1,65,2,0,5,NA,"RK",2024-05-18
"3840","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12682,"Billy","Frampton",201,0,FALSE,"Collingwood",17,9,5,4,13,8,62,0,0,0,1,2,1,0,5,0,0,0,3,11,0,0,8,0,0,100,54,NA,0,0,0,277,4,5,0,0,1,0,0,8,4,0,3,0,0,2,0,8,5.5,0,0,0,8,NA,"BPR",2024-05-18
"3841","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12683,"Elliott","Himmelberg",196,0,FALSE,"Adelaide",34,6,3,5,11,5,46,1,1,3,2,0,2,1,4,1,0,0,3,8,0,2,1,0,0,80,56,NA,0,1,2,177,4,1,1,0,0,1,0,1,1,1,2,1,23.1,0,1,12,-0.4,13,0,2,1,NA,"FPL",2024-05-18
"3842","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12697,"Chayce","Jones",180,0,FALSE,"Adelaide",1,15,7,4,19,12,63,0,1,0,1,1,2,2,5,0,0,0,4,14,0,1,1,0,1,86,79,NA,0,2,4,452,6,3,1,0,0,0,0,8,9,0,2,0,0,0,1,12,4,0,0,1,0,NA,"BPR",2024-05-18
"3843","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12704,"Lachie","Schultz",178,0,FALSE,"Collingwood",8,8,2,2,10,6,60,1,1,0,7,0,3,0,1,0,0,0,5,6,0,1,2,0,0,86,69,NA,0,0,3,231,3,0,2,0,0,0,0,7,4,0,4,0,0,0,2,17,11.1,0,0,2,1,NA,"FPR",2024-05-18
"3844","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12725,"Mitchell","Hinge",187,0,FALSE,"Adelaide",20,16,7,10,26,25,96,1,0,0,2,4,1,2,0,1,0,0,6,18,0,0,1,0,0,95,104,NA,0,2,4,298,0,7,0,0,0,0,0,6,16,0,6,0,0,1,0,7,17.2,0,1,1,1,NA,"WL",2024-05-18
"3845","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12740,"Isaac","Quaynor",180,0,FALSE,"Collingwood",3,10,6,6,16,13,81,0,0,0,2,5,1,1,3,0,0,0,5,10,1,0,2,1,0,69,68,NA,0,1,4,207,3,6,0,1,2,0,0,9,8,0,3,0,0,4,1,14,7,0,2,1,1,NA,"HBFL",2024-05-18
"3846","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12743,"John","Noble",180,0,FALSE,"Collingwood",9,19,11,10,29,24,83,1,0,0,1,6,6,2,3,0,0,0,4,23,0,0,2,0,2,81,120,NA,1,1,5,535,5,4,0,0,0,0,0,12,16,0,4,0,0,2,0,13,12,0,2,1,2,NA,"CHB",2024-05-18
"3847","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12744,"Bobby","Hill",175,0,FALSE,"Collingwood",23,7,4,2,9,4,44,1,1,0,6,0,1,0,3,0,1,0,2,6,0,3,4,0,1,84,65,NA,0,0,4,109,3,0,2,0,0,2,0,2,3,0,1,0,0,0,2,14,5.8,0,0,2,2,NA,"HFFL",2024-05-18
"3848","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12780,"Ned","McHenry",178,0,NA,"Adelaide",25,1,1,4,5,5,100,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,28,18,NA,0,0,2,-2,0,1,0,0,0,0,0,2,1,2,2,0,0,0,0,5,2.7,0,0,0,0,NA,"SUB",2024-05-18
"3849","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12783,"Will","Hamill",185,0,NA,"Adelaide",17,8,3,6,14,14,100,0,0,0,3,0,1,0,1,0,0,0,5,9,0,0,0,0,0,78,57,NA,0,0,3,174,0,5,0,0,1,0,0,8,8,0,5,0,0,0,0,12,10.9,0,1,0,0,NA,"HBFL",2024-05-18
"3850","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12797,"Izak","Rankine",179,0,NA,"Adelaide",23,16,2,14,30,22,73,1,0,0,4,3,8,8,5,1,2,0,16,16,0,0,0,3,0,93,99,NA,4,4,4,699,6,4,1,0,0,0,0,9,11,2,10,0,0,0,0,20,23.7,0,1,1,0,NA,"FPR",2024-05-18
"3851","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12813,"Mark","Keane",194,0,NA,"Adelaide",48,13,5,7,20,16,80,0,0,0,1,1,2,0,0,1,0,0,7,13,0,0,6,0,0,92,73,NA,0,0,4,317,2,8,0,0,0,1,0,8,9,0,5,0,0,0,0,11,15.1,0,1,0,4,NA,"CHB",2024-05-18
"3852","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12818,"Lachlan","Sholl",186,0,NA,"Adelaide",38,6,1,5,11,10,91,1,0,0,3,1,2,0,1,0,1,0,3,10,0,0,1,0,0,58,46,NA,0,0,3,165,1,1,0,0,0,0,0,6,6,0,2,0,0,0,0,20,6,0,0,1,1,NA,"HFFL",2024-05-18
"3853","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12832,"Jordon","Butts",195,0,NA,"Adelaide",41,10,8,6,16,14,88,0,0,0,2,3,3,0,0,1,0,0,4,11,2,0,9,0,0,90,75,NA,0,0,5,333,3,5,0,0,4,1,1,8,9,0,1,0,0,3,0,10,8.9,0,1,0,7,NA,"FB",2024-05-18
"3854","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12889,"Finlay","Macrae",188,0,NA,"Collingwood",18,7,1,5,12,8,67,0,0,0,5,0,2,1,0,0,0,0,6,5,0,0,0,0,0,76,54,NA,0,1,4,132,2,1,1,0,0,0,0,14,3,1,6,0,0,0,0,22,10.9,0,2,0,0,NA,"FPL",2024-05-18
"3855","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12936,"Brayden","Cook",189,0,NA,"Adelaide",15,10,3,4,14,11,79,1,0,0,4,3,1,2,1,0,0,0,2,12,0,1,0,3,0,64,69,NA,0,2,3,322,3,2,0,0,0,0,0,4,7,0,2,0,0,1,0,9,7.3,0,1,1,0,NA,"INT",2024-05-18
"3856","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12948,"Nick","Daicos",184,0,NA,"Collingwood",35,21,1,20,41,24,59,0,0,0,5,3,5,14,11,1,4,0,22,20,0,0,2,1,1,88,115,NA,4,10,7,542,6,2,1,0,0,0,0,18,6,1,13,0,0,0,0,32,10.2,0,3,2,1,NA,"CHF",2024-05-18
"3857","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12956,"Jake","Soligo",179,0,NA,"Adelaide",14,11,1,13,24,19,79,0,0,0,3,4,2,3,3,1,0,0,10,13,0,0,0,0,0,76,75,NA,2,1,4,231,6,4,0,0,0,0,0,12,7,2,8,0,0,1,0,20,12.1,0,0,0,0,NA,"C",2024-05-18
"3858","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12957,"Josh","Rachele",180,0,NA,"Adelaide",8,9,2,4,13,8,62,2,1,0,5,1,3,0,2,0,1,0,4,8,0,1,2,0,1,87,71,NA,0,0,4,228,3,0,5,0,0,0,0,3,4,2,3,0,0,0,0,15,12.8,0,0,3,2,NA,"HFFR",2024-05-18
"3859","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",12966,"Reef","McInnes",194,0,NA,"Collingwood",26,3,2,1,4,4,100,2,0,0,0,0,0,0,3,0,1,0,3,1,1,1,0,0,0,45,26,NA,0,0,2,41,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,10,5,0,0,2,0,NA,"INT",2024-05-18
"3860","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",13038,"Max","Michalanney",190,0,NA,"Adelaide",16,9,5,6,15,10,67,0,0,0,3,5,1,0,3,0,1,0,3,12,1,0,3,0,0,86,63,NA,0,0,4,107,1,6,0,1,2,0,0,7,7,0,2,0,0,3,0,8,3.3,0,1,0,3,NA,"HBFR",2024-05-18
"3861","MCG",16696,"Collingwood","Adelaide","2024-05-18","13:45:00",0,"10",12,6,78,11,8,74,4,"Collingwood",14,"MOSTLY_SUNNY",13070,"Harvey","Harrison",181,0,NA,"Collingwood",36,1,1,7,8,8,100,0,0,0,1,1,0,0,0,0,0,0,3,5,0,0,0,0,1,46,24,NA,0,0,3,46,0,1,1,0,0,0,0,3,1,0,3,0,0,0,0,13,7.7,0,1,0,0,NA,"SUB",2024-05-18
