"","Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","GA","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC","CCL","SCL","SI","MG","TO","ITC","T5"
"2880",2024-04-28,2024,"Round 7","MCG","James Rowbottom","Sydney","Hawthorn","Away",11029,0,8,17,15,62.5,0,0,1,0,80,12,12,24,6,0,0,6,0,3,5,5,1,0,1,99,89,3,2,6,208,4,1,0
"2881",2024-04-28,2024,"Round 7","MCG","Chad Warner","Sydney","Hawthorn","Away",11029,1,14,10,15,68.2,0,1,1,6,83,12,10,22,2,1,0,8,0,4,6,3,0,2,0,102,135,2,4,8,423,5,4,0
"2882",2024-04-28,2024,"Round 7","MCG","Isaac Heeney","Sydney","Hawthorn","Away",11029,1,7,14,19,90.5,0,0,0,0,76,8,13,21,3,3,0,3,0,4,4,1,0,1,0,90,120,0,4,8,358,1,2,1
"2883",2024-04-28,2024,"Round 7","MCG","Matthew Roberts","Sydney","Hawthorn","Away",11029,0,3,14,19,90.5,0,0,2,1,79,16,5,21,9,0,0,0,0,3,1,1,3,0,1,82,80,0,1,5,384,2,2,0
"2884",2024-04-28,2024,"Round 7","MCG","James Jordon","Sydney","Hawthorn","Away",11029,0,4,16,17,89.5,0,1,0,0,80,5,14,19,3,1,0,3,0,2,0,0,3,1,0,71,79,0,0,4,161,3,2,0
"2885",2024-04-28,2024,"Round 7","MCG","Justin McInerney  ↗","Sydney","Hawthorn","Away",11029,4,1,17,17,89.5,0,0,1,0,74,8,11,19,4,0,0,7,0,2,1,1,2,0,0,86,102,0,1,7,138,1,0,1
"2886",2024-04-28,2024,"Round 7","MCG","Taylor Adams","Sydney","Hawthorn","Away",11029,0,7,8,13,76.5,0,0,1,0,70,7,10,17,2,1,0,2,0,1,3,1,0,2,0,63,68,1,2,2,146,3,2,1
"2887",2024-04-28,2024,"Round 7","MCG","Harry Cunningham","Sydney","Hawthorn","Away",11029,0,2,15,14,87.5,0,0,4,0,85,12,4,16,9,0,0,3,0,1,0,3,4,0,1,80,66,0,0,2,233,3,2,0
"2888",2024-04-28,2024,"Round 7","MCG","Brodie Grundy","Sydney","Hawthorn","Away",11029,2,5,10,10,66.7,1,0,2,0,71,5,10,15,4,0,0,2,29,1,3,6,1,0,4,72,83,1,2,6,133,2,0,1
"2889",2024-04-28,2024,"Round 7","MCG","Will Hayward","Sydney","Hawthorn","Away",11029,0,5,10,13,86.7,0,0,0,0,85,9,6,15,3,2,0,3,0,2,0,1,0,2,0,74,73,0,0,4,193,3,2,1
"2890",2024-04-28,2024,"Round 7","MCG","Lewis Melican","Sydney","Hawthorn","Away",11029,0,5,10,14,100,0,0,3,0,86,12,2,14,6,0,0,3,0,0,0,0,3,2,0,72,86,0,0,0,175,1,8,0
"2891",2024-04-28,2024,"Round 7","MCG","Sam Wicks","Sydney","Hawthorn","Away",11029,0,3,10,12,85.7,0,1,1,0,79,7,7,14,3,2,0,4,0,3,1,2,0,0,1,69,80,1,0,6,166,2,1,2
"2892",2024-04-28,2024,"Round 7","MCG","Tom Papley","Sydney","Hawthorn","Away",11029,1,4,10,8,61.5,0,2,0,0,81,7,6,13,5,1,2,0,0,5,0,2,0,0,1,53,60,0,0,6,223,2,3,0
"2893",2024-04-28,2024,"Round 7","MCG","Robbie Fox","Sydney","Hawthorn","Away",11029,0,2,10,13,100,0,0,4,0,93,8,5,13,6,0,0,2,0,0,0,0,2,1,0,61,59,0,0,2,96,0,2,0
"2894",2024-04-28,2024,"Round 7","MCG","Tom McCartin","Sydney","Hawthorn","Away",11029,0,4,9,9,69.2,3,0,5,0,92,10,3,13,9,0,0,2,0,1,0,2,1,1,1,69,72,0,0,2,158,3,9,0
"2895",2024-04-28,2024,"Round 7","MCG","Hayden McLean","Sydney","Hawthorn","Away",11029,1,8,6,7,53.8,3,3,8,0,77,10,3,13,7,1,2,1,14,1,2,2,1,1,1,81,97,1,1,7,224,2,3,1
"2896",2024-04-28,2024,"Round 7","MCG","Logan McDonald","Sydney","Hawthorn","Away",11029,1,5,6,9,75,0,4,0,0,88,8,4,12,5,3,3,2,0,1,0,2,0,2,1,75,79,0,0,10,214,1,2,1
"2897",2024-04-28,2024,"Round 7","MCG","Braeden Campbell  ↙","Sydney","Hawthorn","Away",11029,1,1,4,4,80,0,0,0,0,10,4,1,5,2,0,1,1,0,2,0,0,0,0,0,25,17,0,0,3,107,0,1,0
"2898",2024-04-28,2024,"Round 7","MCG","Joel Amartey","Sydney","Hawthorn","Away",11029,0,2,1,2,66.7,1,1,0,0,68,2,1,3,2,1,0,1,1,0,0,0,0,0,0,25,35,0,0,2,72,0,0,0
"2899",2024-05-02,2024,"Round 8","Adelaide Oval","Matt Crouch","Adelaide","Port Adelaide","Home",11030,0,11,16,24,85.7,0,0,0,0,71,10,18,28,4,0,0,7,0,1,6,1,3,0,1,103,124,1,5,8,260,2,3,1
"2900",2024-05-02,2024,"Round 8","Adelaide Oval","Jake Soligo","Adelaide","Port Adelaide","Home",11030,0,15,16,20,71.4,0,0,1,0,79,14,14,28,1,0,0,10,0,4,6,4,4,5,1,115,146,1,5,4,340,7,4,1
"2901",2024-05-02,2024,"Round 8","Adelaide Oval","Rory Laird","Adelaide","Port Adelaide","Home",11030,0,9,17,19,70.4,0,0,1,0,69,10,17,27,3,0,0,7,0,4,4,4,1,2,1,100,98,1,3,2,290,7,5,2
"2902",2024-05-02,2024,"Round 8","Adelaide Oval","Mitchell Hinge","Adelaide","Port Adelaide","Home",11030,0,9,9,18,72,0,0,1,0,79,15,10,25,2,0,0,5,0,0,1,6,8,2,0,93,93,0,1,3,460,5,7,0
"2903",2024-05-02,2024,"Round 8","Adelaide Oval","Jordan Dawson","Adelaide","Port Adelaide","Home",11030,1,8,13,13,54.2,1,0,1,1,84,19,5,24,5,0,0,5,0,8,5,4,2,1,1,100,94,3,2,5,594,4,3,0
"2904",2024-05-02,2024,"Round 8","Adelaide Oval","Josh Worrell","Adelaide","Port Adelaide","Home",11030,0,8,10,16,72.7,2,0,6,1,90,17,5,22,7,0,0,1,0,1,0,4,7,2,0,88,100,0,0,4,413,4,8,0
"2905",2024-05-02,2024,"Round 8","Adelaide Oval","Lachlan Sholl","Adelaide","Port Adelaide","Home",11030,1,4,16,13,68.4,0,1,1,0,77,12,7,19,6,1,0,3,0,1,1,1,1,0,0,86,86,0,1,4,338,1,4,0
"2906",2024-05-02,2024,"Round 8","Adelaide Oval","Mark Keane","Adelaide","Port Adelaide","Home",11030,0,6,9,11,64.7,1,0,5,0,92,11,6,17,4,0,0,1,0,0,0,5,6,2,2,57,72,0,0,1,223,5,10,0
"2907",2024-05-02,2024,"Round 8","Adelaide Oval","Josh Rachele","Adelaide","Port Adelaide","Home",11030,3,3,14,12,70.6,0,1,2,0,83,10,7,17,7,1,1,2,0,5,0,4,0,0,2,74,76,0,0,8,307,4,2,1
"2908",2024-05-02,2024,"Round 8","Adelaide Oval","Luke Nankervis","Adelaide","Port Adelaide","Home",11030,0,4,12,15,93.8,1,0,0,0,82,9,7,16,8,0,0,1,0,2,0,1,2,1,1,67,68,0,0,4,241,2,4,0
"2909",2024-05-02,2024,"Round 8","Adelaide Oval","Max Michalanney","Adelaide","Port Adelaide","Home",11030,1,3,12,15,100,0,0,2,0,87,13,2,15,5,0,0,6,0,2,0,0,4,2,0,84,96,0,0,2,276,1,4,0
"2910",2024-05-02,2024,"Round 8","Adelaide Oval","Reilly O'Brien","Adelaide","Port Adelaide","Home",11030,0,6,6,9,64.3,0,0,6,0,80,7,7,14,1,0,0,3,40,2,3,5,1,1,2,85,80,1,2,4,186,5,2,0
"2911",2024-05-02,2024,"Round 8","Adelaide Oval","Darcy Fogarty","Adelaide","Port Adelaide","Home",11030,0,7,7,11,78.6,4,2,0,0,83,9,5,14,9,2,1,4,0,2,1,3,0,2,1,92,89,0,1,4,239,4,0,1
"2912",2024-05-02,2024,"Round 8","Adelaide Oval","Ben Keays","Adelaide","Port Adelaide","Home",11030,0,5,8,8,61.5,0,1,1,0,86,8,5,13,2,1,1,4,0,4,2,1,1,0,0,63,57,1,1,4,260,3,0,2
"2913",2024-05-02,2024,"Round 8","Adelaide Oval","Ned McHenry","Adelaide","Port Adelaide","Home",11030,1,4,10,10,76.9,0,1,1,0,65,7,6,13,3,1,0,1,0,1,0,2,0,0,1,49,58,0,0,3,128,1,2,0
"2914",2024-05-02,2024,"Round 8","Adelaide Oval","Chayce Jones","Adelaide","Port Adelaide","Home",11030,0,6,5,5,41.7,0,0,1,0,88,7,5,12,0,0,0,2,0,2,2,4,3,0,1,36,32,0,2,2,245,5,4,1
"2915",2024-05-02,2024,"Round 8","Adelaide Oval","Izak Rankine","Adelaide","Port Adelaide","Home",11030,2,5,8,8,72.7,0,1,3,2,90,8,3,11,3,3,0,3,0,5,1,3,0,0,1,66,93,1,0,6,360,3,2,2
"2916",2024-05-02,2024,"Round 8","Adelaide Oval","Taylor Walker","Adelaide","Port Adelaide","Home",11030,0,4,7,7,70,0,2,5,1,89,8,2,10,4,2,1,1,0,1,0,1,0,0,0,57,81,0,0,5,305,1,1,0
"2917",2024-05-02,2024,"Round 8","Adelaide Oval","Elliott Himmelberg","Adelaide","Port Adelaide","Home",11030,1,5,5,7,70,1,1,4,0,83,8,2,10,4,0,0,2,6,1,0,0,0,0,0,54,65,0,0,3,185,1,0,1
"2918",2024-05-02,2024,"Round 8","Adelaide Oval","Jordon Butts","Adelaide","Port Adelaide","Home",11030,0,4,6,8,80,1,0,7,0,87,8,2,10,5,0,0,0,0,0,1,1,6,1,1,41,62,0,1,2,192,3,7,0
"2919",2024-05-02,2024,"Round 8","Adelaide Oval","Daniel Curtin  ↗","Adelaide","Port Adelaide","Home",11030,0,3,6,7,77.8,0,0,1,0,56,5,4,9,4,0,0,0,0,1,0,0,0,0,0,35,43,0,0,1,151,1,3,0
"2920",2024-05-02,2024,"Round 8","Adelaide Oval","Brayden Cook","Adelaide","Port Adelaide","Home",11030,0,2,2,4,100,0,1,1,0,71,4,0,4,2,1,0,2,0,0,0,0,1,0,0,32,40,0,0,1,90,1,1,0
"2921",2024-05-02,2024,"Round 8","Adelaide Oval","Brodie Smith  ↙","Adelaide","Port Adelaide","Home",11030,0,1,0,1,50,0,0,0,0,26,1,1,2,0,0,0,3,0,0,0,0,1,0,0,17,15,0,0,0,53,1,1,0
"2922",2024-05-02,2024,"Round 8","Adelaide Oval","Zak Butters","Port Adelaide","Adelaide","Away",11030,0,16,18,21,63.6,0,0,1,6,85,17,16,33,1,0,0,5,0,9,7,5,3,1,1,104,124,1,6,5,624,7,5,0
"2923",2024-05-02,2024,"Round 8","Adelaide Oval","Oliver Wines","Port Adelaide","Adelaide","Away",11030,1,14,8,14,63.6,1,0,1,0,67,6,16,22,4,0,0,10,3,2,5,1,2,0,0,105,116,2,3,5,180,3,4,1
"2924",2024-05-02,2024,"Round 8","Adelaide Oval","Dan Houston","Port Adelaide","Adelaide","Away",11030,1,6,13,18,90,0,0,5,0,82,10,10,20,5,0,0,2,0,2,4,1,2,1,1,71,93,2,2,4,282,1,6,0
"2925",2024-05-02,2024,"Round 8","Adelaide Oval","Miles Bergman","Port Adelaide","Adelaide","Away",11030,0,7,13,18,90,1,0,0,0,88,16,4,20,8,0,0,5,0,4,1,1,4,2,0,102,119,1,0,3,587,3,5,0
"2926",2024-05-02,2024,"Round 8","Adelaide Oval","Willem Drew","Port Adelaide","Adelaide","Away",11030,0,6,13,11,57.9,0,0,1,0,81,7,12,19,3,0,0,3,0,2,2,3,0,0,1,63,59,0,2,4,190,3,1,1
"2927",2024-05-02,2024,"Round 8","Adelaide Oval","Darcy B-Jones","Port Adelaide","Adelaide","Away",11030,0,7,7,10,58.8,0,1,1,0,84,8,9,17,1,0,1,0,0,2,0,4,0,0,1,43,46,0,0,6,128,5,2,0
"2928",2024-05-02,2024,"Round 8","Adelaide Oval","Lachlan Jones","Port Adelaide","Adelaide","Away",11030,0,9,8,13,76.5,0,0,3,0,82,7,10,17,5,0,0,4,0,1,0,3,3,2,1,71,86,0,0,0,245,2,11,0
"2929",2024-05-02,2024,"Round 8","Adelaide Oval","Travis Boak","Port Adelaide","Adelaide","Away",11030,0,4,13,9,56.2,0,1,1,0,77,10,6,16,4,0,3,5,0,3,0,1,2,1,1,75,70,0,0,8,343,4,4,2
"2930",2024-05-02,2024,"Round 8","Adelaide Oval","Charlie Dixon","Port Adelaide","Adelaide","Away",11030,0,9,6,6,40,4,2,1,0,90,11,4,15,7,1,1,1,13,5,1,8,0,0,3,77,76,0,1,5,247,11,1,1
"2931",2024-05-02,2024,"Round 8","Adelaide Oval","Ryan Burton","Port Adelaide","Adelaide","Away",11030,0,2,11,10,66.7,1,0,4,0,90,12,3,15,4,0,0,1,0,2,0,2,2,0,0,58,66,0,0,1,459,3,3,0
"2932",2024-05-02,2024,"Round 8","Adelaide Oval","Connor Rozee  ↗","Port Adelaide","Adelaide","Away",11030,0,9,8,8,53.3,0,0,2,0,51,6,9,15,0,0,1,4,0,1,5,4,0,1,1,51,53,0,5,2,26,4,2,1
"2933",2024-05-02,2024,"Round 8","Adelaide Oval","Jason H-Francis","Port Adelaide","Adelaide","Away",11030,1,12,4,9,60,0,1,1,3,85,10,5,15,1,2,1,1,0,4,8,4,0,2,2,56,84,4,4,7,327,5,3,1
"2934",2024-05-02,2024,"Round 8","Adelaide Oval","Kane Farrell","Port Adelaide","Adelaide","Away",11030,1,3,8,11,78.6,0,0,2,1,84,12,2,14,1,0,0,5,0,5,3,1,1,1,1,61,76,0,3,2,582,4,3,0
"2935",2024-05-02,2024,"Round 8","Adelaide Oval","Willie Rioli","Port Adelaide","Adelaide","Away",11030,0,5,7,6,46.2,0,1,1,0,87,11,2,13,2,1,2,5,0,2,1,3,1,1,1,69,69,0,1,4,209,2,0,2
"2936",2024-05-02,2024,"Round 8","Adelaide Oval","Jordon Sweet","Port Adelaide","Adelaide","Away",11030,0,6,7,8,61.5,0,0,1,0,80,8,5,13,3,0,0,5,29,2,4,5,3,2,2,88,74,1,3,2,178,6,2,0
"2937",2024-05-02,2024,"Round 8","Adelaide Oval","Jase Burgoyne","Port Adelaide","Adelaide","Away",11030,0,5,9,5,38.5,0,1,0,0,88,8,5,13,1,0,2,4,0,0,2,1,2,0,0,55,49,0,2,3,222,1,2,2
"2938",2024-05-02,2024,"Round 8","Adelaide Oval","Mitch Georgiades","Port Adelaide","Adelaide","Away",11030,0,5,8,7,58.3,0,1,1,0,78,4,8,12,4,0,1,1,0,2,0,3,0,0,2,39,37,0,0,2,99,3,1,1
"2939",2024-05-02,2024,"Round 8","Adelaide Oval","Dylan Williams","Port Adelaide","Adelaide","Away",11030,0,2,7,7,70,1,0,0,0,74,8,2,10,3,0,0,0,0,3,0,0,3,0,0,37,39,0,0,0,313,1,3,0
"2940",2024-05-02,2024,"Round 8","Adelaide Oval","Jed McEntee","Port Adelaide","Adelaide","Away",11030,0,5,4,7,77.8,0,1,1,0,64,2,7,9,1,0,1,1,0,2,0,2,0,0,1,25,37,0,0,5,92,1,1,0
"2941",2024-05-02,2024,"Round 8","Adelaide Oval","Esava Ratugolea","Port Adelaide","Adelaide","Away",11030,0,4,4,7,87.5,0,0,6,0,88,6,2,8,4,0,0,1,0,1,0,2,3,1,1,36,53,0,0,0,183,2,5,0
"2942",2024-05-02,2024,"Round 8","Adelaide Oval","Brandon Z-Thatcher","Port Adelaide","Adelaide","Away",11030,0,4,4,3,42.9,1,0,7,0,100,6,1,7,4,0,0,1,0,1,0,2,3,0,0,36,44,0,0,1,106,2,6,0
"2943",2024-05-02,2024,"Round 8","Adelaide Oval","Todd Marshall","Port Adelaide","Adelaide","Away",11030,0,4,2,4,66.7,2,1,4,0,74,6,0,6,2,1,1,1,0,1,0,2,0,1,1,33,53,0,0,3,212,2,1,0
"2944",2024-05-02,2024,"Round 8","Adelaide Oval","Jackson Mead  ↙","Port Adelaide","Adelaide","Away",11030,0,2,2,3,75,0,0,0,0,22,3,1,4,1,0,0,0,0,1,0,1,0,0,0,14,10,0,0,2,52,2,0,0
"2945",2024-05-03,2024,"Round 8","MCG","Sam Walsh","Carlton","Collingwood","Home",11031,0,14,16,20,60.6,0,0,0,0,75,20,13,33,4,0,1,3,0,3,8,5,4,1,2,106,91,3,5,4,449,7,2,0
"2946",2024-05-03,2024,"Round 8","MCG","Blake Acres","Carlton","Collingwood","Home",11031,0,10,21,21,65.6,0,0,1,0,89,15,17,32,7,0,1,6,0,1,2,10,5,2,2,121,95,0,2,3,415,6,7,0
"2947",2024-05-03,2024,"Round 8","MCG","Nic Newman","Carlton","Collingwood","Home",11031,0,7,20,27,84.4,0,0,2,0,85,26,6,32,10,0,0,6,0,4,1,4,5,3,1,144,148,0,1,6,783,5,9,0
"2948",2024-05-03,2024,"Round 8","MCG","George Hewett","Carlton","Collingwood","Home",11031,0,17,12,24,80,0,0,0,0,71,12,18,30,2,0,0,5,0,1,6,7,2,2,2,94,98,3,3,3,150,4,5,0
"2949",2024-05-03,2024,"Round 8","MCG","Patrick Cripps","Carlton","Collingwood","Home",11031,0,10,10,12,54.5,0,0,1,0,78,11,11,22,1,0,0,4,0,3,6,4,1,1,2,69,68,3,3,2,313,5,2,0
"2950",2024-05-03,2024,"Round 8","MCG","Adam Cerra","Carlton","Collingwood","Home",11031,1,7,15,13,61.9,0,0,1,0,81,16,5,21,3,0,0,5,0,3,2,0,5,2,0,89,99,1,1,4,375,3,1,0
"2951",2024-05-03,2024,"Round 8","MCG","Tom De Koning","Carlton","Collingwood","Home",11031,0,9,9,8,44.4,1,3,5,0,80,11,7,18,5,2,1,1,9,4,3,2,1,0,0,88,90,0,3,6,256,3,1,1
"2952",2024-05-03,2024,"Round 8","MCG","Elijah Hollands","Carlton","Collingwood","Home",11031,1,7,10,11,68.8,1,0,2,0,86,9,7,16,5,0,0,4,0,3,0,1,3,0,0,72,70,0,0,2,294,2,1,0
"2953",2024-05-03,2024,"Round 8","MCG","Marc Pittonet","Carlton","Collingwood","Home",11031,0,12,5,10,66.7,1,0,8,0,68,6,9,15,1,0,2,2,33,0,6,3,4,0,3,73,116,1,5,4,106,2,2,1
"2954",2024-05-03,2024,"Round 8","MCG","Jordan Boyd","Carlton","Collingwood","Home",11031,0,4,8,12,80,0,0,3,0,88,13,2,15,4,0,0,2,0,3,0,3,4,2,0,65,70,0,0,3,404,2,3,0
"2955",2024-05-03,2024,"Round 8","MCG","Zachary Williams  ↗","Carlton","Collingwood","Home",11031,0,4,8,12,85.7,0,0,2,1,61,11,3,14,4,0,0,2,0,1,1,3,5,1,2,54,60,0,1,2,301,0,3,1
"2956",2024-05-03,2024,"Round 8","MCG","David Cuningham","Carlton","Collingwood","Home",11031,3,6,8,11,78.6,0,0,0,1,67,7,7,14,3,0,0,2,0,4,1,3,0,1,2,47,63,0,1,4,312,6,0,2
"2957",2024-05-03,2024,"Round 8","MCG","Harry McKay","Carlton","Collingwood","Home",11031,0,7,7,10,76.9,1,3,1,0,94,10,3,13,7,4,1,3,0,2,0,2,0,2,0,96,92,0,0,5,196,2,0,2
"2958",2024-05-03,2024,"Round 8","MCG","Lewis Young","Carlton","Collingwood","Home",11031,0,5,8,9,75,2,0,9,0,94,9,3,12,8,0,0,0,0,1,0,1,4,1,1,55,74,0,0,1,160,1,7,0
"2959",2024-05-03,2024,"Round 8","MCG","Lachlan Cowan","Carlton","Collingwood","Home",11031,0,2,10,11,91.7,0,0,5,0,71,9,3,12,6,0,0,0,0,1,0,1,1,0,0,51,53,0,0,1,231,1,4,0
"2960",2024-05-03,2024,"Round 8","MCG","Charlie Curnow","Carlton","Collingwood","Home",11031,2,6,4,7,63.6,3,2,1,0,92,9,2,11,4,2,0,0,0,2,0,3,0,1,1,53,59,0,0,4,223,4,0,0
"2961",2024-05-03,2024,"Round 8","MCG","Jacob Weitering","Carlton","Collingwood","Home",11031,0,5,5,8,80,2,0,7,0,100,10,0,10,5,0,0,1,0,0,0,1,3,0,0,49,69,0,0,1,171,2,5,0
"2962",2024-05-03,2024,"Round 8","MCG","Matt Owies","Carlton","Collingwood","Home",11031,1,6,4,8,80,0,0,0,0,71,5,5,10,2,3,0,2,0,1,0,0,0,1,0,58,72,0,0,5,148,0,1,1
"2963",2024-05-03,2024,"Round 8","MCG","Alex Cincotta","Carlton","Collingwood","Home",11031,0,5,6,9,90,1,0,6,0,85,4,6,10,3,0,0,3,0,0,2,2,3,0,1,42,62,0,2,0,84,2,2,0
"2964",2024-05-03,2024,"Round 8","MCG","Matt Cottrell","Carlton","Collingwood","Home",11031,0,2,7,5,55.6,0,2,1,0,93,7,2,9,4,1,0,0,0,0,1,1,1,0,1,40,43,0,1,3,202,2,3,0
"2965",2024-05-03,2024,"Round 8","MCG","Corey Durdin","Carlton","Collingwood","Home",11031,0,1,6,4,57.1,0,0,1,0,72,5,2,7,3,0,0,0,0,0,0,1,0,0,0,28,29,0,0,1,125,2,0,0
"2966",2024-05-03,2024,"Round 8","MCG","Orazio Fantasia","Carlton","Collingwood","Home",11031,0,4,1,4,80,0,0,1,0,81,1,4,5,0,0,1,2,0,0,1,1,0,1,1,18,28,0,1,1,28,1,0,1
"2967",2024-05-03,2024,"Round 8","MCG","Matthew Kennedy  ↙","Carlton","Collingwood","Home",11031,0,4,0,3,75,0,0,0,0,19,2,2,4,0,0,0,1,0,1,0,1,0,1,0,15,25,0,0,0,61,2,1,0
"2968",2024-05-03,2024,"Round 8","MCG","Nick Daicos","Collingwood","Carlton","Away",11031,0,15,18,25,78.1,0,0,2,3,82,17,15,32,2,2,0,7,0,7,7,6,2,1,2,122,150,3,4,5,626,5,1,3
"2969",2024-05-03,2024,"Round 8","MCG","Patrick Lipinski","Collingwood","Carlton","Away",11031,1,11,13,17,70.8,0,0,0,0,83,8,16,24,2,1,0,5,0,4,4,2,0,1,0,89,99,1,3,4,238,2,3,1
"2970",2024-05-03,2024,"Round 8","MCG","Jack Crisp","Collingwood","Carlton","Away",11031,0,17,8,14,60.9,0,0,0,0,77,13,10,23,2,0,1,8,0,4,10,5,1,1,2,93,106,1,9,5,543,6,3,2
"2971",2024-05-03,2024,"Round 8","MCG","Scott Pendlebury","Collingwood","Carlton","Away",11031,1,9,10,14,63.6,0,1,0,0,78,13,9,22,3,1,0,8,0,1,5,3,0,1,2,99,106,4,1,6,301,1,3,2
"2972",2024-05-03,2024,"Round 8","MCG","Josh Daicos","Collingwood","Carlton","Away",11031,0,5,16,18,81.8,0,0,0,0,89,10,12,22,5,0,0,4,0,3,1,2,2,3,0,88,82,0,1,2,293,1,5,0
"2973",2024-05-03,2024,"Round 8","MCG","John Noble","Collingwood","Carlton","Away",11031,0,4,18,20,90.9,1,0,2,1,81,14,8,22,7,0,0,1,0,4,1,2,1,1,1,81,86,0,1,3,512,5,4,0
"2974",2024-05-03,2024,"Round 8","MCG","Steele Sidebottom","Collingwood","Carlton","Away",11031,1,8,8,8,53.3,0,0,1,0,87,10,5,15,2,0,0,2,0,5,1,3,4,0,0,54,61,0,1,3,339,3,4,0
"2975",2024-05-03,2024,"Round 8","MCG","Darcy Moore","Collingwood","Carlton","Away",11031,0,7,5,12,85.7,1,0,11,0,95,6,8,14,3,0,0,2,0,2,0,1,1,0,0,51,88,0,0,0,224,5,10,0
"2976",2024-05-03,2024,"Round 8","MCG","Jeremy Howe","Collingwood","Carlton","Away",11031,0,3,6,10,76.9,0,0,9,1,96,13,0,13,5,0,0,5,0,1,0,1,6,1,0,75,80,0,0,2,328,3,5,0
"2977",2024-05-03,2024,"Round 8","MCG","Jamie Elliott","Collingwood","Carlton","Away",11031,1,3,9,6,46.2,0,1,0,0,82,6,7,13,4,1,1,6,0,4,0,5,0,2,1,74,55,0,0,5,162,5,1,4
"2978",2024-05-03,2024,"Round 8","MCG","Harvey Harrison","Collingwood","Carlton","Away",11031,3,7,8,9,69.2,0,0,1,0,72,4,9,13,1,1,1,1,0,0,4,1,2,0,0,44,83,0,4,5,120,3,2,0
"2979",2024-05-03,2024,"Round 8","MCG","Brayden Maynard","Collingwood","Carlton","Away",11031,0,7,8,6,50,0,0,7,0,82,11,1,12,4,1,1,4,0,5,0,6,1,2,2,66,60,0,0,5,414,4,5,0
"2980",2024-05-03,2024,"Round 8","MCG","Darcy Cameron","Collingwood","Carlton","Away",11031,1,7,6,6,50,2,0,4,0,83,9,3,12,4,0,1,5,30,4,2,4,0,0,1,93,86,0,2,5,246,1,4,2
"2981",2024-05-03,2024,"Round 8","MCG","Will H-Elliott","Collingwood","Carlton","Away",11031,0,4,6,8,80,0,1,0,0,80,8,2,10,4,1,1,2,0,1,0,1,0,1,1,53,74,0,0,5,151,0,1,0
"2982",2024-05-03,2024,"Round 8","MCG","Oleg Markov","Collingwood","Carlton","Away",11031,1,1,8,9,90,0,0,4,0,75,7,3,10,6,0,0,3,0,4,0,2,3,0,0,57,53,0,0,3,298,0,1,0
"2983",2024-05-03,2024,"Round 8","MCG","Lachlan Schultz","Collingwood","Carlton","Away",11031,0,5,4,6,60,0,1,0,0,77,6,4,10,1,1,0,7,0,2,2,6,1,2,4,53,47,0,2,3,95,3,1,2
"2984",2024-05-03,2024,"Round 8","MCG","Lachie Sullivan  ↙","Collingwood","Carlton","Away",11031,0,6,4,8,80,0,0,1,0,43,6,4,10,1,1,1,5,0,1,4,0,0,1,0,57,75,1,3,8,123,1,1,0
"2985",2024-05-03,2024,"Round 8","MCG","Brody Mihocek","Collingwood","Carlton","Away",11031,1,1,7,5,55.6,0,0,1,0,96,7,2,9,4,0,0,4,0,3,0,2,0,0,2,47,33,0,0,3,258,4,0,3
"2986",2024-05-03,2024,"Round 8","MCG","Bobby Hill","Collingwood","Carlton","Away",11031,0,4,5,6,75,0,0,1,0,80,6,2,8,3,1,0,2,0,4,0,3,0,0,1,42,54,0,0,3,178,1,1,2
"2987",2024-05-03,2024,"Round 8","MCG","Isaac Quaynor","Collingwood","Carlton","Away",11031,0,4,5,7,87.5,1,0,1,0,76,2,6,8,2,0,0,3,0,0,1,1,1,0,1,33,41,0,1,2,85,2,1,0
"2988",2024-05-03,2024,"Round 8","MCG","Mason Cox","Collingwood","Carlton","Away",11031,0,5,2,4,57.1,1,3,2,0,66,6,1,7,3,1,1,1,13,1,1,1,0,3,0,56,37,1,0,6,138,0,1,0
"2989",2024-05-03,2024,"Round 8","MCG","Billy Frampton","Collingwood","Carlton","Away",11031,0,4,3,7,100,0,0,4,0,95,6,1,7,3,0,0,1,0,0,0,2,1,1,2,28,45,0,0,1,121,0,6,0
"2990",2024-05-03,2024,"Round 8","MCG","Beau McCreery  ↗","Collingwood","Carlton","Away",11031,0,1,5,4,57.1,0,1,0,0,26,7,0,7,4,0,1,2,0,3,1,1,0,0,0,42,21,1,0,2,251,3,1,1
"2991",2024-05-04,2024,"Round 8","SCG","Errol Gulden","Sydney","GWS","Home",11032,1,12,15,15,51.7,0,0,0,2,92,23,6,29,3,1,0,2,0,7,5,10,2,0,2,98,95,2,3,6,765,13,6,0
"2992",2024-05-04,2024,"Round 8","SCG","Chad Warner","Sydney","GWS","Home",11032,0,11,18,14,50,0,1,2,5,80,15,13,28,2,1,2,3,0,7,7,2,2,2,0,99,100,2,5,8,475,5,1,0
"2993",2024-05-04,2024,"Round 8","SCG","Isaac Heeney","Sydney","GWS","Home",11032,0,18,11,16,61.5,0,0,0,0,89,14,12,26,2,1,2,6,0,6,7,6,0,1,2,99,109,4,3,7,415,5,3,0
"2994",2024-05-04,2024,"Round 8","SCG","Dane Rampe","Sydney","GWS","Home",11032,0,10,15,18,75,1,0,6,0,85,17,7,24,7,0,0,0,0,3,0,4,5,1,0,87,115,0,0,4,488,4,15,0
